mission_step,controller_call_index,mode,candidate_row,candidate_col,candidate_x_m,candidate_y_m,sar_score,sar_reference_score,sar_relevant,sar_cell_radiation_max_excess,radiation_quantity,radiation_unit,radiation_equivalent_priority,max_weight_sum,supported_radiation_cells,total_overlapping_radiation_cells,support_fraction,eligible,chosen,selection_reason,planner_decision_reason
159,159,RADIATION,15,42,523220.920497467,5696684.290406497,0.0,0.0005371086274252358,False,0.10659671610629678,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,5.725401587589059e-06,1.7976058819802219,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,15,43,523240.920497467,5696684.290406497,0.0009705682928829206,0.0005371086274252358,True,0.1312946850898489,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.051950809683732e-06,1.4020889178121672,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,15,44,523260.920497467,5696684.290406497,0.0013173517768873633,0.0005371086274252358,True,0.14067611599041563,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.555835557112541e-06,0.7725653740128388,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,16,42,523220.920497467,5696704.290406497,0.00034882675806172087,0.0005371086274252358,False,0.13014870283398922,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,6.990399114033884e-06,1.4871867134416719,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,16,44,523260.920497467,5696704.290406497,0.0015937763123712947,0.0005371086274252358,True,0.14067611599041563,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.555835557112541e-06,0.8782152115878107,441,441,1.0,True,True,highest_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,17,42,523220.920497467,5696724.290406497,0.0010447838907042869,0.0005371086274252358,True,0.14067611599041563,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.555835557112541e-06,0.7493136449453711,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,17,43,523240.920497467,5696724.290406497,0.0010469785698081849,0.0005371086274252358,True,0.14067611599041563,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.555835557112541e-06,0.8507922999027714,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
159,159,RADIATION,17,44,523260.920497467,5696724.290406497,0.0010476210169875098,0.0005371086274252358,True,0.14067611599041563,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.555835557112541e-06,0.6657300953107743,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,18,43,523240.920497467,5696744.290406497,0.0006967598705496383,0.0005371086274252358,True,0.3089768573612923,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.6595413576348657e-05,0.7550859330985984,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,18,44,523260.920497467,5696744.290406497,0.00034882675806172087,0.0005371086274252358,False,0.2763689730301737,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.484401597671586e-05,1.4319634348146344,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,18,45,523280.920497467,5696744.290406497,0.0,0.0005371086274252358,False,0.19707353533544378,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.0584989606585892e-05,1.5256625602388527,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,19,43,523240.920497467,5696764.290406497,0.001042308159645905,0.0005371086274252358,True,0.3089768573612923,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.6595413576348657e-05,0.9134197017692938,441,441,1.0,True,True,highest_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,19,45,523280.920497467,5696764.290406497,0.0,0.0005371086274252358,False,0.20426516811638734,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.0971258407777785e-05,1.6913151734619714,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,20,43,523240.920497467,5696784.290406497,0.0010371598966347577,0.0005371086274252358,True,0.3089768573612923,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.6595413576348657e-05,0.7246276822411091,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,20,44,523260.920497467,5696784.290406497,0.0006942417532382345,0.0005371086274252358,True,0.28097891481251625,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.5091619927038284e-05,1.3912360210661756,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
180,180,RADIATION,20,45,523280.920497467,5696784.290406497,0.0,0.0005371086274252358,False,0.19747913470338593,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,1.0606774698565887e-05,1.529629389006358,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,18,42,523220.920497467,5696744.290406497,0.001043365140887894,0.0005371086274252358,True,1.5882119845241833,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.53042359068094e-05,0.7382544252086424,441,441,1.0,True,True,highest_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,18,43,523240.920497467,5696744.290406497,0.0003479331124879174,0.0005371086274252358,False,1.4090983290548602,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.568388694258493e-05,1.414152359041175,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,18,44,523260.920497467,5696744.290406497,0.0,0.0005371086274252358,False,0.8877540755302428,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,4.7682037299920777e-05,1.553562892246519,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,19,42,523220.920497467,5696764.290406497,0.0010374644913595632,0.0005371086274252358,True,1.5882119845241833,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.53042359068094e-05,0.9134197017692938,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,19,44,523260.920497467,5696764.290406497,0.0,0.0005371086274252358,False,0.8975541462055056,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,4.820840755082685e-05,1.8493569936168561,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,20,42,523220.920497467,5696784.290406497,0.0010298411654863923,0.0005371086274252358,True,1.5882119845241833,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.53042359068094e-05,0.7246276822411091,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,20,43,523240.920497467,5696784.290406497,0.0006902837653888294,0.0005371086274252358,True,1.4090983290548604,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.568388694258494e-05,1.3715290218961065,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
181,181,RADIATION,20,44,523260.920497467,5696784.290406497,0.0003473656219923064,0.0005371086274252358,False,0.8975541462055057,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,4.820840755082686e-05,1.5047349691364378,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,17,41,523200.920497467,5696724.290406497,0.0006949001514005768,0.0005371086274252358,True,1.6664245327091203,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.950509934711355e-05,0.6695173799866893,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,17,42,523220.920497467,5696724.290406497,0.00034802402015464857,0.0005371086274252358,False,1.6259883093228382,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.733323490298694e-05,0.9642589952540632,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,17,43,523240.920497467,5696724.290406497,0.0,0.0005371086274252358,False,1.4270020221475983,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,7.664550974487325e-05,1.41217683237527,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,18,41,523200.920497467,5696744.290406497,0.0010375553990262945,0.0005371086274252358,True,1.6664245327091203,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.950509934711355e-05,0.8414152810650468,441,441,1.0,True,True,highest_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,18,43,523240.920497467,5696744.290406497,0.0,0.0005371086274252358,False,1.5632329201307584,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.396258880773749e-05,1.5276513071114373,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,19,41,523200.920497467,5696764.290406497,0.0010291232782571466,0.0005371086274252358,True,1.6664245327091203,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.950509934711355e-05,0.7265356471595436,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,19,42,523220.920497467,5696764.290406497,0.0006895313788716458,0.0005371086274252358,True,1.655296871679631,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.890742307291333e-05,1.3862068697439658,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
182,182,RADIATION,19,43,523240.920497467,5696764.290406497,0.0,0.0005371086274252358,False,1.5292759077033256,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.213872837410148e-05,1.7896498434558303,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,17,40,523180.920497467,5696724.290406497,0.0006922959507601653,0.0005371086274252358,True,1.7042457111566671,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.153650747147023e-05,0.7382544252086424,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,17,41,523200.920497467,5696724.290406497,0.0003468761312459282,0.0005371086274252358,False,1.6989501330553045,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.125207740292564e-05,1.328583805929266,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,17,42,523220.920497467,5696724.290406497,0.0,0.0005371086274252358,False,1.6648092146356939,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,8.941833921978623e-05,1.3352345148757028,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,18,40,523180.920497467,5696744.290406497,0.0010318533508577282,0.0005371086274252358,True,1.7042457111566671,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.153650747147023e-05,0.9134197017692938,441,441,1.0,True,True,highest_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,18,42,523220.920497467,5696744.290406497,0.0,0.0005371086274252358,False,1.6839687705099011,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.044741549555349e-05,1.6690170405472473,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,19,40,523180.920497467,5696764.290406497,0.0010205338063414091,0.0005371086274252358,True,1.7042457111566671,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.153650747147023e-05,0.7246276822411091,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,19,41,523200.920497467,5696764.290406497,0.000684455845260093,0.0005371086274252358,True,1.6989501330553047,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.125207740292565e-05,1.373436986814541,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
183,183,RADIATION,19,42,523220.920497467,5696764.290406497,0.00034486394587459235,0.0005371086274252358,False,1.678352221241531,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.014574578871344e-05,1.498654712933902,441,441,1.0,False,False,lower_radiation_equivalent_priority,radiation_priority
184,184,RADIATION,17,39,523160.920497467,5696724.290406497,0.000689129205736706,0.0005371086274252358,True,1.719830340957618,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,9.237357138360215e-05,0.7382544252086424,441,441,1.0,True,False,lower_radiation_equivalent_priority,radiation_priority
